location_lact_list,Lactation Group,date_time_period_start,date_time_period_end,ct_animal_days_elig,days_in_time_period,deno_type,dop_start,dop_end,dop_in_interval,dop_complete,day_of_phase_group,metric,ct
Herd 2108e,LACT 1,2022-10-05,2023-10-06,264624,366,dop_lact_2+,360,389,29,complete,360 to 389,ct_animal_time_periods,723.016393442623
Herd 2108e,LACT 1,2022-10-05,2023-10-06,48354,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animal_lactations,190
Herd 2108e,LACT 1,2022-10-05,2023-10-06,48354,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animals,190
Herd 2108e,LACT 1,2022-10-05,2023-10-06,48354,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animal_time_periods,132.11475409836066
Herd 2108e,LACT 1,2022-10-05,2023-10-06,266005,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_lactations,1394
Herd 2108e,LACT 1,2022-10-05,2023-10-06,266005,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animals,1394
Herd 2108e,LACT 1,2022-10-05,2023-10-06,266005,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_time_periods,726.7896174863388
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,530958,366,dop_lact_2+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_lactations,3359
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,530958,366,dop_lact_2+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animals,3316
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,530958,366,dop_lact_2+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_time_periods,1450.704918032787
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,526992,366,dop_lact_2+,0,29,29,complete,0 to 29,ct_animal_lactations,3089
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,526992,366,dop_lact_2+,0,29,29,complete,0 to 29,ct_animals,3088
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,526992,366,dop_lact_2+,0,29,29,complete,0 to 29,ct_animal_time_periods,1439.8688524590164
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,83502,366,dop_lact_2+,0,29,29,incomplete,0 to 29,ct_animal_lactations,530
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,83502,366,dop_lact_2+,0,29,29,incomplete,0 to 29,ct_animals,469
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,83502,366,dop_lact_2+,0,29,29,incomplete,0 to 29,ct_animal_time_periods,228.14754098360655
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,596411,366,dop_lact_2+,30,59,29,complete,30 to 59,ct_animal_lactations,3044
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,596411,366,dop_lact_2+,30,59,29,complete,30 to 59,ct_animals,3040
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,596411,366,dop_lact_2+,30,59,29,complete,30 to 59,ct_animal_time_periods,1629.5382513661202
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74999,366,dop_lact_2+,30,59,29,incomplete,30 to 59,ct_animal_lactations,516
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74999,366,dop_lact_2+,30,59,29,incomplete,30 to 59,ct_animals,464
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74999,366,dop_lact_2+,30,59,29,incomplete,30 to 59,ct_animal_time_periods,204.9153005464481
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,641040,366,dop_lact_2+,60,89,29,complete,60 to 89,ct_animal_lactations,2973
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,641040,366,dop_lact_2+,60,89,29,complete,60 to 89,ct_animals,2971
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,641040,366,dop_lact_2+,60,89,29,complete,60 to 89,ct_animal_time_periods,1751.4754098360656
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,77937,366,dop_lact_2+,60,89,29,incomplete,60 to 89,ct_animal_lactations,500
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,77937,366,dop_lact_2+,60,89,29,incomplete,60 to 89,ct_animals,457
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,77937,366,dop_lact_2+,60,89,29,incomplete,60 to 89,ct_animal_time_periods,212.94262295081967
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,672012,366,dop_lact_2+,90,119,29,complete,90 to 119,ct_animal_lactations,2884
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,672012,366,dop_lact_2+,90,119,29,complete,90 to 119,ct_animals,2884
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,672012,366,dop_lact_2+,90,119,29,complete,90 to 119,ct_animal_time_periods,1836.0983606557377
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,78497,366,dop_lact_2+,90,119,29,incomplete,90 to 119,ct_animal_lactations,489
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,78497,366,dop_lact_2+,90,119,29,incomplete,90 to 119,ct_animals,436
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,78497,366,dop_lact_2+,90,119,29,incomplete,90 to 119,ct_animal_time_periods,214.47267759562843
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,692870,366,dop_lact_2+,120,149,29,complete,120 to 149,ct_animal_lactations,2834
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,692870,366,dop_lact_2+,120,149,29,complete,120 to 149,ct_animals,2834
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,692870,366,dop_lact_2+,120,149,29,complete,120 to 149,ct_animal_time_periods,1893.0874316939892
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,81197,366,dop_lact_2+,120,149,29,incomplete,120 to 149,ct_animal_lactations,466
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,81197,366,dop_lact_2+,120,149,29,incomplete,120 to 149,ct_animals,420
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,81197,366,dop_lact_2+,120,149,29,incomplete,120 to 149,ct_animal_time_periods,221.84972677595627
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,704402,366,dop_lact_2+,150,179,29,complete,150 to 179,ct_animal_lactations,2796
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,704402,366,dop_lact_2+,150,179,29,complete,150 to 179,ct_animals,2795
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,704402,366,dop_lact_2+,150,179,29,complete,150 to 179,ct_animal_time_periods,1924.5956284153006
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76457,366,dop_lact_2+,150,179,29,incomplete,150 to 179,ct_animal_lactations,436
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76457,366,dop_lact_2+,150,179,29,incomplete,150 to 179,ct_animals,394
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76457,366,dop_lact_2+,150,179,29,incomplete,150 to 179,ct_animal_time_periods,208.89890710382514
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,698062,366,dop_lact_2+,180,209,29,complete,180 to 209,ct_animal_lactations,2729
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,698062,366,dop_lact_2+,180,209,29,complete,180 to 209,ct_animals,2729
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,698062,366,dop_lact_2+,180,209,29,complete,180 to 209,ct_animal_time_periods,1907.2732240437158
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74066,366,dop_lact_2+,180,209,29,incomplete,180 to 209,ct_animal_lactations,416
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74066,366,dop_lact_2+,180,209,29,incomplete,180 to 209,ct_animals,373
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74066,366,dop_lact_2+,180,209,29,incomplete,180 to 209,ct_animal_time_periods,202.36612021857923
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,680060,366,dop_lact_2+,210,239,29,complete,210 to 239,ct_animal_lactations,2654
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,680060,366,dop_lact_2+,210,239,29,complete,210 to 239,ct_animals,2654
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,680060,366,dop_lact_2+,210,239,29,complete,210 to 239,ct_animal_time_periods,1858.0874316939892
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,73378,366,dop_lact_2+,210,239,29,incomplete,210 to 239,ct_animal_lactations,409
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,73378,366,dop_lact_2+,210,239,29,incomplete,210 to 239,ct_animals,359
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,73378,366,dop_lact_2+,210,239,29,incomplete,210 to 239,ct_animal_time_periods,200.4863387978142
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,638326,366,dop_lact_2+,240,269,29,complete,240 to 269,ct_animal_lactations,2525
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,638326,366,dop_lact_2+,240,269,29,complete,240 to 269,ct_animals,2525
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,638326,366,dop_lact_2+,240,269,29,complete,240 to 269,ct_animal_time_periods,1744.0601092896175
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,88034,366,dop_lact_2+,240,269,29,incomplete,240 to 269,ct_animal_lactations,470
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,88034,366,dop_lact_2+,240,269,29,incomplete,240 to 269,ct_animals,421
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,88034,366,dop_lact_2+,240,269,29,incomplete,240 to 269,ct_animal_time_periods,240.53005464480876
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,589838,366,dop_lact_2+,270,299,29,complete,270 to 299,ct_animal_lactations,2426
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,589838,366,dop_lact_2+,270,299,29,complete,270 to 299,ct_animals,2426
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,589838,366,dop_lact_2+,270,299,29,complete,270 to 299,ct_animal_time_periods,1611.5792349726776
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,85985,366,dop_lact_2+,270,299,29,incomplete,270 to 299,ct_animal_lactations,459
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,85985,366,dop_lact_2+,270,299,29,incomplete,270 to 299,ct_animals,395
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,85985,366,dop_lact_2+,270,299,29,incomplete,270 to 299,ct_animal_time_periods,234.93169398907105
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,541547,366,dop_lact_2+,300,329,29,complete,300 to 329,ct_animal_lactations,2371
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,541547,366,dop_lact_2+,300,329,29,complete,300 to 329,ct_animals,2371
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,541547,366,dop_lact_2+,300,329,29,complete,300 to 329,ct_animal_time_periods,1479.636612021858
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74146,366,dop_lact_2+,300,329,29,incomplete,300 to 329,ct_animal_lactations,406
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74146,366,dop_lact_2+,300,329,29,incomplete,300 to 329,ct_animals,355
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,74146,366,dop_lact_2+,300,329,29,incomplete,300 to 329,ct_animal_time_periods,202.5846994535519
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,480298,366,dop_lact_2+,330,359,29,complete,330 to 359,ct_animal_lactations,2293
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,480298,366,dop_lact_2+,330,359,29,complete,330 to 359,ct_animals,2293
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,480298,366,dop_lact_2+,330,359,29,complete,330 to 359,ct_animal_time_periods,1312.2896174863388
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76183,366,dop_lact_2+,330,359,29,incomplete,330 to 359,ct_animal_lactations,356
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76183,366,dop_lact_2+,330,359,29,incomplete,330 to 359,ct_animals,319
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,76183,366,dop_lact_2+,330,359,29,incomplete,330 to 359,ct_animal_time_periods,208.15027322404373
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,403808,366,dop_lact_2+,360,389,29,complete,360 to 389,ct_animal_lactations,2139
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,403808,366,dop_lact_2+,360,389,29,complete,360 to 389,ct_animals,2139
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,403808,366,dop_lact_2+,360,389,29,complete,360 to 389,ct_animal_time_periods,1103.3005464480875
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,82465,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animal_lactations,327
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,82465,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animals,320
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,82465,366,dop_lact_2+,360,389,29,incomplete,360 to 389,ct_animal_time_periods,225.31420765027323
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,411053,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_lactations,2282
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,411053,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animals,2271
Herd 2108e,LACT 2+,2022-10-05,2023-10-06,411053,366,dop_lact_2+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_time_periods,1123.0956284153006
Herd 2108e,Heifer,2022-10-05,2023-10-06,518874,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_lactations,3968
Herd 2108e,Heifer,2022-10-05,2023-10-06,518874,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animals,3968
Herd 2108e,Heifer,2022-10-05,2023-10-06,518874,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_time_periods,1417.688524590164
Herd 2108e,Heifer,2022-10-05,2023-10-06,513884,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animal_lactations,3628
Herd 2108e,Heifer,2022-10-05,2023-10-06,513884,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animals,3628
Herd 2108e,Heifer,2022-10-05,2023-10-06,513884,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animal_time_periods,1404.0546448087432
Herd 2108e,Heifer,2022-10-05,2023-10-06,85736,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animal_lactations,686
Herd 2108e,Heifer,2022-10-05,2023-10-06,85736,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animals,686
Herd 2108e,Heifer,2022-10-05,2023-10-06,85736,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animal_time_periods,234.2513661202186
Herd 2108e,Heifer,2022-10-05,2023-10-06,584961,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animal_lactations,3665
Herd 2108e,Heifer,2022-10-05,2023-10-06,584961,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animals,3665
Herd 2108e,Heifer,2022-10-05,2023-10-06,584961,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animal_time_periods,1598.2540983606557
Herd 2108e,Heifer,2022-10-05,2023-10-06,89364,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animal_lactations,587
Herd 2108e,Heifer,2022-10-05,2023-10-06,89364,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animals,587
Herd 2108e,Heifer,2022-10-05,2023-10-06,89364,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animal_time_periods,244.1639344262295
Herd 2108e,Heifer,2022-10-05,2023-10-06,640069,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animal_lactations,3622
Herd 2108e,Heifer,2022-10-05,2023-10-06,640069,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animals,3622
Herd 2108e,Heifer,2022-10-05,2023-10-06,640069,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animal_time_periods,1748.8224043715848
Herd 2108e,Heifer,2022-10-05,2023-10-06,76939,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animal_lactations,533
Herd 2108e,Heifer,2022-10-05,2023-10-06,76939,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animals,533
Herd 2108e,Heifer,2022-10-05,2023-10-06,76939,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animal_time_periods,210.21584699453553
Herd 2108e,Heifer,2022-10-05,2023-10-06,663865,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animal_lactations,3488
Herd 2108e,Heifer,2022-10-05,2023-10-06,663865,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animals,3488
Herd 2108e,Heifer,2022-10-05,2023-10-06,663865,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animal_time_periods,1813.8387978142077
Herd 2108e,Heifer,2022-10-05,2023-10-06,83442,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animal_lactations,515
Herd 2108e,Heifer,2022-10-05,2023-10-06,83442,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animals,515
Herd 2108e,Heifer,2022-10-05,2023-10-06,83442,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animal_time_periods,227.98360655737704
Herd 2108e,Heifer,2022-10-05,2023-10-06,687902,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animal_lactations,3388
Herd 2108e,Heifer,2022-10-05,2023-10-06,687902,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animals,3388
Herd 2108e,Heifer,2022-10-05,2023-10-06,687902,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animal_time_periods,1879.5136612021859
Herd 2108e,Heifer,2022-10-05,2023-10-06,86577,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animal_lactations,435
Herd 2108e,Heifer,2022-10-05,2023-10-06,86577,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animals,435
Herd 2108e,Heifer,2022-10-05,2023-10-06,86577,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animal_time_periods,236.54918032786884
Herd 2108e,Heifer,2022-10-05,2023-10-06,710629,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animal_lactations,3289
Herd 2108e,Heifer,2022-10-05,2023-10-06,710629,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animals,3289
Herd 2108e,Heifer,2022-10-05,2023-10-06,710629,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animal_time_periods,1941.6092896174864
Herd 2108e,Heifer,2022-10-05,2023-10-06,84748,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animal_lactations,397
Herd 2108e,Heifer,2022-10-05,2023-10-06,84748,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animals,397
Herd 2108e,Heifer,2022-10-05,2023-10-06,84748,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animal_time_periods,231.55191256830602
Herd 2108e,Heifer,2022-10-05,2023-10-06,715755,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animal_lactations,3102
Herd 2108e,Heifer,2022-10-05,2023-10-06,715755,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animals,3102
Herd 2108e,Heifer,2022-10-05,2023-10-06,715755,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animal_time_periods,1955.6147540983607
Herd 2108e,Heifer,2022-10-05,2023-10-06,90514,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animal_lactations,446
Herd 2108e,Heifer,2022-10-05,2023-10-06,90514,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animals,446
Herd 2108e,Heifer,2022-10-05,2023-10-06,90514,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animal_time_periods,247.30601092896174
Herd 2108e,Heifer,2022-10-05,2023-10-06,716431,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animal_lactations,2923
Herd 2108e,Heifer,2022-10-05,2023-10-06,716431,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animals,2923
Herd 2108e,Heifer,2022-10-05,2023-10-06,716431,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animal_time_periods,1957.4617486338798
Herd 2108e,Heifer,2022-10-05,2023-10-06,91572,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animal_lactations,436
Herd 2108e,Heifer,2022-10-05,2023-10-06,91572,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animals,436
Herd 2108e,Heifer,2022-10-05,2023-10-06,91572,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animal_time_periods,250.19672131147541
Herd 2108e,Heifer,2022-10-05,2023-10-06,701784,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_lactations,2681
Herd 2108e,Heifer,2022-10-05,2023-10-06,701784,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animals,2681
Herd 2108e,Heifer,2022-10-05,2023-10-06,701784,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_time_periods,1917.4426229508197
Herd 2108e,Heifer,2022-10-05,2023-10-06,126240,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_lactations,544
Herd 2108e,Heifer,2022-10-05,2023-10-06,126240,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animals,544
Herd 2108e,Heifer,2022-10-05,2023-10-06,126240,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_time_periods,344.91803278688525
Herd 2108e,Heifer,2022-10-05,2023-10-06,703940,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_lactations,2525
Herd 2108e,Heifer,2022-10-05,2023-10-06,703940,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animals,2525
Herd 2108e,Heifer,2022-10-05,2023-10-06,703940,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_time_periods,1923.3333333333333
Herd 2108e,Heifer,2022-10-05,2023-10-06,122346,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_lactations,496
Herd 2108e,Heifer,2022-10-05,2023-10-06,122346,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animals,496
Herd 2108e,Heifer,2022-10-05,2023-10-06,122346,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_time_periods,334.27868852459017
Herd 2108e,Heifer,2022-10-05,2023-10-06,698398,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_lactations,2385
Herd 2108e,Heifer,2022-10-05,2023-10-06,698398,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animals,2385
Herd 2108e,Heifer,2022-10-05,2023-10-06,698398,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_time_periods,1908.191256830601
Herd 2108e,Heifer,2022-10-05,2023-10-06,147691,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_lactations,555
Herd 2108e,Heifer,2022-10-05,2023-10-06,147691,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animals,555
Herd 2108e,Heifer,2022-10-05,2023-10-06,147691,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_time_periods,403.5273224043716
Herd 2108e,Heifer,2022-10-05,2023-10-06,717288,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_lactations,2352
Herd 2108e,Heifer,2022-10-05,2023-10-06,717288,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animals,2352
Herd 2108e,Heifer,2022-10-05,2023-10-06,717288,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_time_periods,1959.8032786885246
Herd 2108e,Heifer,2022-10-05,2023-10-06,105591,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_lactations,419
Herd 2108e,Heifer,2022-10-05,2023-10-06,105591,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animals,419
Herd 2108e,Heifer,2022-10-05,2023-10-06,105591,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_time_periods,288.5
Herd 2108e,Heifer,2022-10-05,2023-10-06,669910,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_lactations,2119
Herd 2108e,Heifer,2022-10-05,2023-10-06,669910,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animals,2119
Herd 2108e,Heifer,2022-10-05,2023-10-06,669910,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_time_periods,1830.3551912568305
Herd 2108e,Heifer,2022-10-05,2023-10-06,132053,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_lactations,521
Herd 2108e,Heifer,2022-10-05,2023-10-06,132053,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animals,521
Herd 2108e,Heifer,2022-10-05,2023-10-06,132053,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_time_periods,360.80054644808746
Herd 2108e,Heifer,2022-10-05,2023-10-06,640645,366,dop_lact_3+,390,419,29,complete,390 to 419,ct_animal_lactations,1989
Herd 2108e,Heifer,2022-10-05,2023-10-06,640645,366,dop_lact_3+,390,419,29,complete,390 to 419,ct_animals,1989
Herd 2108e,Heifer,2022-10-05,2023-10-06,640645,366,dop_lact_3+,390,419,29,complete,390 to 419,ct_animal_time_periods,1750.396174863388
Herd 2108e,Heifer,2022-10-05,2023-10-06,112380,366,dop_lact_3+,390,419,29,incomplete,390 to 419,ct_animal_lactations,424
Herd 2108e,Heifer,2022-10-05,2023-10-06,112380,366,dop_lact_3+,390,419,29,incomplete,390 to 419,ct_animals,424
Herd 2108e,Heifer,2022-10-05,2023-10-06,112380,366,dop_lact_3+,390,419,29,incomplete,390 to 419,ct_animal_time_periods,307.04918032786884
Herd 2108e,Heifer,2022-10-05,2023-10-06,617963,366,dop_lact_3+,420,449,29,complete,420 to 449,ct_animal_lactations,1900
Herd 2108e,Heifer,2022-10-05,2023-10-06,617963,366,dop_lact_3+,420,449,29,complete,420 to 449,ct_animals,1900
Herd 2108e,Heifer,2022-10-05,2023-10-06,617963,366,dop_lact_3+,420,449,29,complete,420 to 449,ct_animal_time_periods,1688.4234972677596
Herd 2108e,Heifer,2022-10-05,2023-10-06,94604,366,dop_lact_3+,420,449,29,incomplete,420 to 449,ct_animal_lactations,383
Herd 2108e,Heifer,2022-10-05,2023-10-06,94604,366,dop_lact_3+,420,449,29,incomplete,420 to 449,ct_animals,383
Herd 2108e,Heifer,2022-10-05,2023-10-06,94604,366,dop_lact_3+,420,449,29,incomplete,420 to 449,ct_animal_time_periods,258.4808743169399
Herd 2108e,Heifer,2022-10-05,2023-10-06,597169,366,dop_lact_3+,450,479,29,complete,450 to 479,ct_animal_lactations,1849
Herd 2108e,Heifer,2022-10-05,2023-10-06,597169,366,dop_lact_3+,450,479,29,complete,450 to 479,ct_animals,1849
Herd 2108e,Heifer,2022-10-05,2023-10-06,597169,366,dop_lact_3+,450,479,29,complete,450 to 479,ct_animal_time_periods,1631.6092896174864
Herd 2108e,Heifer,2022-10-05,2023-10-06,82135,366,dop_lact_3+,450,479,29,incomplete,450 to 479,ct_animal_lactations,335
Herd 2108e,Heifer,2022-10-05,2023-10-06,82135,366,dop_lact_3+,450,479,29,incomplete,450 to 479,ct_animals,335
Herd 2108e,Heifer,2022-10-05,2023-10-06,82135,366,dop_lact_3+,450,479,29,incomplete,450 to 479,ct_animal_time_periods,224.41256830601094
Herd 2108e,Heifer,2022-10-05,2023-10-06,731025,366,dop_lact_3+,480,Inf,Inf,incomplete,480 to Inf,ct_animal_lactations,3004
Herd 2108e,Heifer,2022-10-05,2023-10-06,731025,366,dop_lact_3+,480,Inf,Inf,incomplete,480 to Inf,ct_animals,3004
Herd 2108e,Heifer,2022-10-05,2023-10-06,731025,366,dop_lact_3+,480,Inf,Inf,incomplete,480 to Inf,ct_animal_time_periods,1997.3360655737704
