location_lact_list,Lactation Group,date_time_period_start,date_time_period_end,ct_animal_days_elig,days_in_time_period,deno_type,dop_start,dop_end,dop_in_interval,dop_complete,day_of_phase_group,metric,ct
Herd 2108e,LACT 2,2021-10-05,2022-10-06,25923,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animal_time_periods,70.82786885245902
Herd 2108e,LACT 2,2021-10-05,2022-10-06,293549,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_lactations,1116
Herd 2108e,LACT 2,2021-10-05,2022-10-06,293549,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animals,1116
Herd 2108e,LACT 2,2021-10-05,2022-10-06,293549,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_time_periods,802.0464480874317
Herd 2108e,LACT 2,2021-10-05,2022-10-06,30766,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_lactations,157
Herd 2108e,LACT 2,2021-10-05,2022-10-06,30766,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animals,157
Herd 2108e,LACT 2,2021-10-05,2022-10-06,30766,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_time_periods,84.06010928961749
Herd 2108e,LACT 2,2021-10-05,2022-10-06,270889,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_lactations,1067
Herd 2108e,LACT 2,2021-10-05,2022-10-06,270889,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animals,1067
Herd 2108e,LACT 2,2021-10-05,2022-10-06,270889,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_time_periods,740.1338797814208
Herd 2108e,LACT 2,2021-10-05,2022-10-06,40012,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_lactations,190
Herd 2108e,LACT 2,2021-10-05,2022-10-06,40012,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animals,190
Herd 2108e,LACT 2,2021-10-05,2022-10-06,40012,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_time_periods,109.3224043715847
Herd 2108e,LACT 2,2021-10-05,2022-10-06,249377,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_lactations,1036
Herd 2108e,LACT 2,2021-10-05,2022-10-06,249377,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animals,1036
Herd 2108e,LACT 2,2021-10-05,2022-10-06,249377,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_time_periods,681.3579234972677
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35067,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_lactations,173
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35067,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animals,173
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35067,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_time_periods,95.81147540983606
Herd 2108e,LACT 2,2021-10-05,2022-10-06,221494,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_lactations,998
Herd 2108e,LACT 2,2021-10-05,2022-10-06,221494,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animals,998
Herd 2108e,LACT 2,2021-10-05,2022-10-06,221494,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_time_periods,605.1748633879781
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35271,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_lactations,156
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35271,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animals,156
Herd 2108e,LACT 2,2021-10-05,2022-10-06,35271,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_time_periods,96.3688524590164
Herd 2108e,LACT 2,2021-10-05,2022-10-06,191316,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_lactations,951
Herd 2108e,LACT 2,2021-10-05,2022-10-06,191316,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animals,951
Herd 2108e,LACT 2,2021-10-05,2022-10-06,191316,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_time_periods,522.7213114754098
Herd 2108e,LACT 2,2021-10-05,2022-10-06,33903,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_lactations,139
Herd 2108e,LACT 2,2021-10-05,2022-10-06,33903,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animals,139
Herd 2108e,LACT 2,2021-10-05,2022-10-06,33903,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_time_periods,92.6311475409836
Herd 2108e,LACT 2,2021-10-05,2022-10-06,193225,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_lactations,1027
Herd 2108e,LACT 2,2021-10-05,2022-10-06,193225,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animals,1027
Herd 2108e,LACT 2,2021-10-05,2022-10-06,193225,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_time_periods,527.9371584699453
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,246201,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_lactations,1742
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,246201,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animals,1725
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,246201,366,dop_lact_3+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_time_periods,672.6803278688525
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,243848,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animal_lactations,1571
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,243848,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animals,1571
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,243848,366,dop_lact_3+,0,29,29,complete,0 to 29,ct_animal_time_periods,666.2513661202186
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,32059,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animal_lactations,276
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,32059,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animals,258
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,32059,366,dop_lact_3+,0,29,29,incomplete,0 to 29,ct_animal_time_periods,87.59289617486338
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,268310,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animal_lactations,1515
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,268310,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animals,1515
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,268310,366,dop_lact_3+,30,59,29,complete,30 to 59,ct_animal_time_periods,733.0874316939891
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,36960,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animal_lactations,276
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,36960,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animals,250
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,36960,366,dop_lact_3+,30,59,29,incomplete,30 to 59,ct_animal_time_periods,100.98360655737704
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,290192,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animal_lactations,1484
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,290192,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animals,1483
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,290192,366,dop_lact_3+,60,89,29,complete,60 to 89,ct_animal_time_periods,792.8743169398907
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37561,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animal_lactations,244
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37561,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animals,223
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37561,366,dop_lact_3+,60,89,29,incomplete,60 to 89,ct_animal_time_periods,102.6256830601093
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,303773,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animal_lactations,1434
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,303773,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animals,1434
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,303773,366,dop_lact_3+,90,119,29,complete,90 to 119,ct_animal_time_periods,829.9808743169399
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37930,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animal_lactations,248
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37930,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animals,220
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,37930,366,dop_lact_3+,90,119,29,incomplete,90 to 119,ct_animal_time_periods,103.63387978142076
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,307505,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animal_lactations,1363
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,307505,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animals,1363
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,307505,366,dop_lact_3+,120,149,29,complete,120 to 149,ct_animal_time_periods,840.1775956284152
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,38894,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animal_lactations,249
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,38894,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animals,223
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,38894,366,dop_lact_3+,120,149,29,incomplete,120 to 149,ct_animal_time_periods,106.26775956284153
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,305286,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animal_lactations,1297
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,305286,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animals,1297
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,305286,366,dop_lact_3+,150,179,29,complete,150 to 179,ct_animal_time_periods,834.1147540983607
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33996,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animal_lactations,210
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33996,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animals,190
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33996,366,dop_lact_3+,150,179,29,incomplete,150 to 179,ct_animal_time_periods,92.88524590163935
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,295458,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animal_lactations,1225
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,295458,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animals,1225
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,295458,366,dop_lact_3+,180,209,29,complete,180 to 209,ct_animal_time_periods,807.2622950819672
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35202,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animal_lactations,211
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35202,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animals,188
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35202,366,dop_lact_3+,180,209,29,incomplete,180 to 209,ct_animal_time_periods,96.18032786885246
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,284949,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animal_lactations,1178
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,284949,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animals,1178
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,284949,366,dop_lact_3+,210,239,29,complete,210 to 239,ct_animal_time_periods,778.5491803278688
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35005,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animal_lactations,203
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35005,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animals,176
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35005,366,dop_lact_3+,210,239,29,incomplete,210 to 239,ct_animal_time_periods,95.64207650273224
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,270525,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_lactations,1133
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,270525,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animals,1133
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,270525,366,dop_lact_3+,240,269,29,complete,240 to 269,ct_animal_time_periods,739.139344262295
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33889,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_lactations,191
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33889,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animals,166
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33889,366,dop_lact_3+,240,269,29,incomplete,240 to 269,ct_animal_time_periods,92.59289617486338
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,248386,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_lactations,1074
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,248386,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animals,1074
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,248386,366,dop_lact_3+,270,299,29,complete,270 to 299,ct_animal_time_periods,678.6502732240438
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35350,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_lactations,187
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35350,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animals,169
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,35350,366,dop_lact_3+,270,299,29,incomplete,270 to 299,ct_animal_time_periods,96.5846994535519
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,225787,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_lactations,1025
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,225787,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animals,1025
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,225787,366,dop_lact_3+,300,329,29,complete,300 to 329,ct_animal_time_periods,616.9043715846994
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,30962,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_lactations,153
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,30962,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animals,142
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,30962,366,dop_lact_3+,300,329,29,incomplete,300 to 329,ct_animal_time_periods,84.59562841530055
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,201849,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_lactations,964
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,201849,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animals,964
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,201849,366,dop_lact_3+,330,359,29,complete,330 to 359,ct_animal_time_periods,551.5
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,26371,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_lactations,142
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,26371,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animals,125
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,26371,366,dop_lact_3+,330,359,29,incomplete,330 to 359,ct_animal_time_periods,72.05191256830601
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,169735,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_lactations,885
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,169735,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animals,885
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,169735,366,dop_lact_3+,360,389,29,complete,360 to 389,ct_animal_time_periods,463.7568306010929
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33917,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_lactations,137
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33917,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animals,134
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,33917,366,dop_lact_3+,360,389,29,incomplete,360 to 389,ct_animal_time_periods,92.66939890710383
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,171356,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_lactations,930
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,171356,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animals,927
Herd 2108e,LACT 3+,2021-10-05,2022-10-06,171356,366,dop_lact_3+,390,Inf,Inf,incomplete,390 to Inf,ct_animal_time_periods,468.1857923497268
Herd 2108e,Heifer,2021-10-05,2022-10-06,487243,366,dop_lact_5+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_lactations,3805
Herd 2108e,Heifer,2021-10-05,2022-10-06,487243,366,dop_lact_5+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animals,3805
Herd 2108e,Heifer,2021-10-05,2022-10-06,487243,366,dop_lact_5+,-Inf,0,Inf,incomplete,-Inf to 0,ct_animal_time_periods,1331.2650273224044
Herd 2108e,Heifer,2021-10-05,2022-10-06,482717,366,dop_lact_5+,0,29,29,complete,0 to 29,ct_animal_lactations,3471
Herd 2108e,Heifer,2021-10-05,2022-10-06,482717,366,dop_lact_5+,0,29,29,complete,0 to 29,ct_animals,3471
Herd 2108e,Heifer,2021-10-05,2022-10-06,482717,366,dop_lact_5+,0,29,29,complete,0 to 29,ct_animal_time_periods,1318.8989071038252
Herd 2108e,Heifer,2021-10-05,2022-10-06,61037,366,dop_lact_5+,0,29,29,incomplete,0 to 29,ct_animal_lactations,560
Herd 2108e,Heifer,2021-10-05,2022-10-06,61037,366,dop_lact_5+,0,29,29,incomplete,0 to 29,ct_animals,560
Herd 2108e,Heifer,2021-10-05,2022-10-06,61037,366,dop_lact_5+,0,29,29,incomplete,0 to 29,ct_animal_time_periods,166.76775956284152
Herd 2108e,Heifer,2021-10-05,2022-10-06,527019,366,dop_lact_5+,30,59,29,complete,30 to 59,ct_animal_lactations,3349
Herd 2108e,Heifer,2021-10-05,2022-10-06,527019,366,dop_lact_5+,30,59,29,complete,30 to 59,ct_animals,3349
Herd 2108e,Heifer,2021-10-05,2022-10-06,527019,366,dop_lact_5+,30,59,29,complete,30 to 59,ct_animal_time_periods,1439.9426229508197
Herd 2108e,Heifer,2021-10-05,2022-10-06,74504,366,dop_lact_5+,30,59,29,incomplete,30 to 59,ct_animal_lactations,587
Herd 2108e,Heifer,2021-10-05,2022-10-06,74504,366,dop_lact_5+,30,59,29,incomplete,30 to 59,ct_animals,587
Herd 2108e,Heifer,2021-10-05,2022-10-06,74504,366,dop_lact_5+,30,59,29,incomplete,30 to 59,ct_animal_time_periods,203.56284153005464
Herd 2108e,Heifer,2021-10-05,2022-10-06,567868,366,dop_lact_5+,60,89,29,complete,60 to 89,ct_animal_lactations,3273
Herd 2108e,Heifer,2021-10-05,2022-10-06,567868,366,dop_lact_5+,60,89,29,complete,60 to 89,ct_animals,3273
Herd 2108e,Heifer,2021-10-05,2022-10-06,567868,366,dop_lact_5+,60,89,29,complete,60 to 89,ct_animal_time_periods,1551.551912568306
Herd 2108e,Heifer,2021-10-05,2022-10-06,75384,366,dop_lact_5+,60,89,29,incomplete,60 to 89,ct_animal_lactations,504
Herd 2108e,Heifer,2021-10-05,2022-10-06,75384,366,dop_lact_5+,60,89,29,incomplete,60 to 89,ct_animals,504
Herd 2108e,Heifer,2021-10-05,2022-10-06,75384,366,dop_lact_5+,60,89,29,incomplete,60 to 89,ct_animal_time_periods,205.9672131147541
Herd 2108e,Heifer,2021-10-05,2022-10-06,599410,366,dop_lact_5+,90,119,29,complete,90 to 119,ct_animal_lactations,3175
Herd 2108e,Heifer,2021-10-05,2022-10-06,599410,366,dop_lact_5+,90,119,29,complete,90 to 119,ct_animals,3175
Herd 2108e,Heifer,2021-10-05,2022-10-06,599410,366,dop_lact_5+,90,119,29,complete,90 to 119,ct_animal_time_periods,1637.7322404371585
Herd 2108e,Heifer,2021-10-05,2022-10-06,77063,366,dop_lact_5+,90,119,29,incomplete,90 to 119,ct_animal_lactations,447
Herd 2108e,Heifer,2021-10-05,2022-10-06,77063,366,dop_lact_5+,90,119,29,incomplete,90 to 119,ct_animals,447
Herd 2108e,Heifer,2021-10-05,2022-10-06,77063,366,dop_lact_5+,90,119,29,incomplete,90 to 119,ct_animal_time_periods,210.55464480874318
Herd 2108e,Heifer,2021-10-05,2022-10-06,623092,366,dop_lact_5+,120,149,29,complete,120 to 149,ct_animal_lactations,3054
Herd 2108e,Heifer,2021-10-05,2022-10-06,623092,366,dop_lact_5+,120,149,29,complete,120 to 149,ct_animals,3054
Herd 2108e,Heifer,2021-10-05,2022-10-06,623092,366,dop_lact_5+,120,149,29,complete,120 to 149,ct_animal_time_periods,1702.4371584699454
Herd 2108e,Heifer,2021-10-05,2022-10-06,75465,366,dop_lact_5+,120,149,29,incomplete,120 to 149,ct_animal_lactations,418
Herd 2108e,Heifer,2021-10-05,2022-10-06,75465,366,dop_lact_5+,120,149,29,incomplete,120 to 149,ct_animals,418
Herd 2108e,Heifer,2021-10-05,2022-10-06,75465,366,dop_lact_5+,120,149,29,incomplete,120 to 149,ct_animal_time_periods,206.18852459016392
Herd 2108e,Heifer,2021-10-05,2022-10-06,637183,366,dop_lact_5+,150,179,29,complete,150 to 179,ct_animal_lactations,2914
Herd 2108e,Heifer,2021-10-05,2022-10-06,637183,366,dop_lact_5+,150,179,29,complete,150 to 179,ct_animals,2914
Herd 2108e,Heifer,2021-10-05,2022-10-06,637183,366,dop_lact_5+,150,179,29,complete,150 to 179,ct_animal_time_periods,1740.9371584699454
Herd 2108e,Heifer,2021-10-05,2022-10-06,91527,366,dop_lact_5+,150,179,29,incomplete,150 to 179,ct_animal_lactations,442
Herd 2108e,Heifer,2021-10-05,2022-10-06,91527,366,dop_lact_5+,150,179,29,incomplete,150 to 179,ct_animals,442
Herd 2108e,Heifer,2021-10-05,2022-10-06,91527,366,dop_lact_5+,150,179,29,incomplete,150 to 179,ct_animal_time_periods,250.0737704918033
Herd 2108e,Heifer,2021-10-05,2022-10-06,663494,366,dop_lact_5+,180,209,29,complete,180 to 209,ct_animal_lactations,2818
Herd 2108e,Heifer,2021-10-05,2022-10-06,663494,366,dop_lact_5+,180,209,29,complete,180 to 209,ct_animals,2818
Herd 2108e,Heifer,2021-10-05,2022-10-06,663494,366,dop_lact_5+,180,209,29,complete,180 to 209,ct_animal_time_periods,1812.8251366120219
Herd 2108e,Heifer,2021-10-05,2022-10-06,89098,366,dop_lact_5+,180,209,29,incomplete,180 to 209,ct_animal_lactations,421
Herd 2108e,Heifer,2021-10-05,2022-10-06,89098,366,dop_lact_5+,180,209,29,incomplete,180 to 209,ct_animals,421
Herd 2108e,Heifer,2021-10-05,2022-10-06,89098,366,dop_lact_5+,180,209,29,incomplete,180 to 209,ct_animal_time_periods,243.43715846994536
Herd 2108e,Heifer,2021-10-05,2022-10-06,679921,366,dop_lact_5+,210,239,29,complete,210 to 239,ct_animal_lactations,2695
Herd 2108e,Heifer,2021-10-05,2022-10-06,679921,366,dop_lact_5+,210,239,29,complete,210 to 239,ct_animals,2695
Herd 2108e,Heifer,2021-10-05,2022-10-06,679921,366,dop_lact_5+,210,239,29,complete,210 to 239,ct_animal_time_periods,1857.707650273224
Herd 2108e,Heifer,2021-10-05,2022-10-06,95763,366,dop_lact_5+,210,239,29,incomplete,210 to 239,ct_animal_lactations,439
Herd 2108e,Heifer,2021-10-05,2022-10-06,95763,366,dop_lact_5+,210,239,29,incomplete,210 to 239,ct_animals,439
Herd 2108e,Heifer,2021-10-05,2022-10-06,95763,366,dop_lact_5+,210,239,29,incomplete,210 to 239,ct_animal_time_periods,261.6475409836066
Herd 2108e,Heifer,2021-10-05,2022-10-06,684889,366,dop_lact_5+,240,269,29,complete,240 to 269,ct_animal_lactations,2557
Herd 2108e,Heifer,2021-10-05,2022-10-06,684889,366,dop_lact_5+,240,269,29,complete,240 to 269,ct_animals,2557
Herd 2108e,Heifer,2021-10-05,2022-10-06,684889,366,dop_lact_5+,240,269,29,complete,240 to 269,ct_animal_time_periods,1871.2814207650274
Herd 2108e,Heifer,2021-10-05,2022-10-06,114302,366,dop_lact_5+,240,269,29,incomplete,240 to 269,ct_animal_lactations,471
Herd 2108e,Heifer,2021-10-05,2022-10-06,114302,366,dop_lact_5+,240,269,29,incomplete,240 to 269,ct_animals,471
Herd 2108e,Heifer,2021-10-05,2022-10-06,114302,366,dop_lact_5+,240,269,29,incomplete,240 to 269,ct_animal_time_periods,312.30054644808746
Herd 2108e,Heifer,2021-10-05,2022-10-06,687078,366,dop_lact_5+,270,299,29,complete,270 to 299,ct_animal_lactations,2409
Herd 2108e,Heifer,2021-10-05,2022-10-06,687078,366,dop_lact_5+,270,299,29,complete,270 to 299,ct_animals,2409
Herd 2108e,Heifer,2021-10-05,2022-10-06,687078,366,dop_lact_5+,270,299,29,complete,270 to 299,ct_animal_time_periods,1877.2622950819673
Herd 2108e,Heifer,2021-10-05,2022-10-06,119996,366,dop_lact_5+,270,299,29,incomplete,270 to 299,ct_animal_lactations,496
Herd 2108e,Heifer,2021-10-05,2022-10-06,119996,366,dop_lact_5+,270,299,29,incomplete,270 to 299,ct_animals,496
Herd 2108e,Heifer,2021-10-05,2022-10-06,119996,366,dop_lact_5+,270,299,29,incomplete,270 to 299,ct_animal_time_periods,327.85792349726773
Herd 2108e,Heifer,2021-10-05,2022-10-06,662660,366,dop_lact_5+,300,329,29,complete,300 to 329,ct_animal_lactations,2217
Herd 2108e,Heifer,2021-10-05,2022-10-06,662660,366,dop_lact_5+,300,329,29,complete,300 to 329,ct_animals,2217
Herd 2108e,Heifer,2021-10-05,2022-10-06,662660,366,dop_lact_5+,300,329,29,complete,300 to 329,ct_animal_time_periods,1810.5464480874316
Herd 2108e,Heifer,2021-10-05,2022-10-06,138682,366,dop_lact_5+,300,329,29,incomplete,300 to 329,ct_animal_lactations,529
Herd 2108e,Heifer,2021-10-05,2022-10-06,138682,366,dop_lact_5+,300,329,29,incomplete,300 to 329,ct_animals,529
Herd 2108e,Heifer,2021-10-05,2022-10-06,138682,366,dop_lact_5+,300,329,29,incomplete,300 to 329,ct_animal_time_periods,378.91256830601094
Herd 2108e,Heifer,2021-10-05,2022-10-06,655804,366,dop_lact_5+,330,359,29,complete,330 to 359,ct_animal_lactations,2108
Herd 2108e,Heifer,2021-10-05,2022-10-06,655804,366,dop_lact_5+,330,359,29,complete,330 to 359,ct_animals,2108
Herd 2108e,Heifer,2021-10-05,2022-10-06,655804,366,dop_lact_5+,330,359,29,complete,330 to 359,ct_animal_time_periods,1791.8142076502731
Herd 2108e,Heifer,2021-10-05,2022-10-06,100704,366,dop_lact_5+,330,359,29,incomplete,330 to 359,ct_animal_lactations,394
Herd 2108e,Heifer,2021-10-05,2022-10-06,100704,366,dop_lact_5+,330,359,29,incomplete,330 to 359,ct_animals,394
Herd 2108e,Heifer,2021-10-05,2022-10-06,100704,366,dop_lact_5+,330,359,29,incomplete,330 to 359,ct_animal_time_periods,275.1475409836066
